표준코드,단축코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
"KR7174360008","174360","KB KBSTAR 중국본토대형주CSI100증권상장지수자투자신탁(주식)","KBSTAR 중국본토대형주CSI100","KB KBSTAR China Mainland CSI100 Feeder ETF","2013/06/04","CSI 100","CSI","일반 (1)","실물(패시브)","해외","주식","3600000","케이비자산운용","100000","0.650","배당소득세(해외주식투자전용ETF)"
"KR7136340007","136340","KB KBSTAR 중기우량회사채증권상장지수투자신탁(채권)","KBSTAR 중기우량회사채","KB KBSTAR Credit Bond Securities ETF(Bond)","2011/04/15","KOBI 크레딧 지수(총수익)","KIS 채권평가","일반 (1)","실물(패시브)","국내","채권","379000","케이비자산운용","1000","0.070","배당소득세(보유기간과세)"
"KR7281990002","281990","KB KBSTAR 중소형고배당증권상장지수투자신탁(주식)","KBSTAR 중소형고배당","KB KBSTAR Mid Small Cap High Dividend ETF","2017/11/02","FnGuide 중소형고배당포커스 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","500000","케이비자산운용","50000","0.300","비과세"
"KR7272570003","272570","KB KBSTAR 중장기국공채액티브증권상장지수투자신탁(채권)","KBSTAR 중장기국공채액티브","KB KBSTAR Mid-long Term KTB Active ETF","2017/06/29","KIS 종합채권국공채4~5Y지수","KIS 채권평가","일반 (1)","실물(액티브)","국내","채권","110000","케이비자산운용","1000","0.070","배당소득세(보유기간과세)"
"KR7250730009","250730","KB KBSTAR 차이나HSCEI증권상장지수투자신탁(주식)(H)","KBSTAR 차이나HSCEI(H)","KB KBSTAR China HSCEI(H)","2016/08/10","Hang Seng China H","HangSeng","일반 (1)","실물(패시브)","해외","주식","1500000","케이비자산운용","100000","0.400","배당소득세(해외주식투자전용ETF)"
"KR7291680007","291680","KB KBSTAR 차이나H선물인버스증권상장지수투자신탁(주식-파생형)(H)","KBSTAR 차이나H선물인버스(H)","KB KBSTAR China H Futures Inverse ETF(H)","2018/03/23","Hang Seng China Enterprises Futures Index(Price Return)","HangSeng","1X 인버스 (-1)","실물(패시브)","해외","주식","400000","케이비자산운용","50000","0.600","배당소득세(보유기간과세)"
"KR7371150004","371150","KB KBSTAR 차이나항셍테크증권상장지수투자신탁(주식)","KBSTAR 차이나항셍테크","KB KBSTAR China Hang Seng TECH ETF","2020/12/16","Hang Seng TECH Index","HangSeng","일반 (1)","실물(패시브)","해외","주식","1100000","케이비자산운용","50000","0.140","배당소득세(보유기간과세)"
"KR7183700004","183700","KB KBSTAR 채권혼합증권상장지수투자신탁(채권혼합-파생형)","KBSTAR 채권혼합","KB KBSTAR Fixed Income Balanced ETF","2013/10/17","주식국채혼합(채권형)지수","KRX","일반 (1)","실물(패시브)","국내","혼합자산","240000","케이비자산운용","60000","0.200","배당소득세(보유기간과세)"
"KR7278240007","278240","KB KBSTAR 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형)","KBSTAR 코스닥150선물레버리지","KB KBSTAR F-KOSDAQ150 Leverage ETF","2017/08/31","F-코스닥150 지수","KRX","2X 레버리지 (2)","실물(패시브)","국내","주식","10300000","케이비자산운용","10000","0.600","배당소득세(보유기간과세)"
"KR7275750008","275750","KB KBSTAR 코스닥150선물인버스증권상장지수투자신탁(주식-파생형)","KBSTAR 코스닥150선물인버스","KB KBSTAR F-KOSDAQ150 Inverse ETF","2017/08/01","F-코스닥150 지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","주식","750000","케이비자산운용","50000","0.600","배당소득세(보유기간과세)"
"KR7270810005","270810","KB KBSTAR 코스닥150증권상장지수투자신탁(주식)","KBSTAR 코스닥150","KB KBSTAR KOSDAQ150 ETF","2017/06/16","코스닥 150","KRX","일반 (1)","실물(패시브)","국내","주식","10320000","케이비자산운용","20000","0.180","비과세"
"KR7302450002","302450","KB KBSTAR 코스피증권상장지수투자신탁(주식)","KBSTAR 코스피","KB KBSTAR KOSPI ETF","2018/07/24","코스피","KRX","일반 (1)","실물(패시브)","국내","주식","7400000","케이비자산운용","50000","0.140","비과세"
"KR7334700002","334700","KB KBSTAR 팔라듐선물인버스특별자산상장지수투자신탁(파생형)(H)","KBSTAR 팔라듐선물인버스(H)","KB KBSTAR Palladium futures inverse ETF(H)","2019/09/24","S&P GSCI Palladium Excess Return Index","S&P","1X 인버스 (-1)","실물(패시브)","해외","원자재","500000","케이비자산운용","50000","0.600","배당소득세(보유기간과세)"
"KR7334690005","334690","KB KBSTAR 팔라듐선물특별자산상장지수투자신탁(파생형)(H)","KBSTAR 팔라듐선물(H)","KB KBSTAR Palladium futures ETF(H)","2019/09/24","S&P GSCI Palladium Excess Return Index","S&P","일반 (1)","실물(패시브)","해외","원자재","300000","케이비자산운용","50000","0.600","배당소득세(보유기간과세)"
"KR7253280002","253280","KB KBSTAR 헬스케어증권상장지수투자신탁(주식)","KBSTAR 헬스케어","KB KBSTAR HealthCare ETF","2016/09/23","FnGuide 헬스케어 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","500000","케이비자산운용","50000","0.400","비과세"
"KR7253290001","253290","KB KBSTAR 헬스케어채권혼합증권상장지수투자신탁(채권혼합)","KBSTAR 헬스케어채권혼합","KB KBSTAR HealthCare Fixed Income Balanced ETF","2016/09/23","FnGuide 헬스케어 채권혼합 지수","FnGuide","일반 (1)","실물(패시브)","국내","혼합자산","1200000","케이비자산운용","200000","0.350","배당소득세(보유기간과세)"
"KR7407310002","407310","NH-Amundi HANARO 200 TOP10 증권상장지수투자신탁(주식)","HANARO 200 TOP10","NH-Amundi HANARO 200 TOP10 ETF","2021/11/24","코스피 200 Top 10 지수","KRX","일반 (1)","실물(패시브)","국내","주식","24200000","엔에이치아문디자산운용","50000","0.150","비과세"
"KR7332930007","332930","NH-Amundi HANARO 200 Total Return증권상장지수투자신탁(주식)","HANARO 200TR","NH-Amundi HANARO 200TR ETF","2019/08/28","코스피 200 TR","KRX","일반 (1)","실물(패시브)","국내","주식","3400000","엔에이치아문디자산운용","50000","0.070","배당소득세(보유기간과세)"
"KR7304780000","304780","NH-Amundi HANARO 200선물레버리지증권상장지수투자신탁[주식-파생형]","HANARO 200선물레버리지","NH-Amundi HANARO 200 Futures Leverage ETF","2018/08/14","코스피 200 선물지수","KRX","2X 레버리지 (2)","실물(패시브)","국내","주식","1850000","엔에이치아문디자산운용","50000","0.450","배당소득세(보유기간과세)"
"KR7306520008","306520","NH-Amundi HANARO 200선물인버스증권상장지수투자신탁(주식-파생형)","HANARO 200선물인버스","NH-Amundi HANARO 200 Futures Inverse ETF","2018/09/18","코스피 200 선물지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","주식","3250000","엔에이치아문디자산운용","50000","0.450","배당소득세(보유기간과세)"
"KR7293180006","293180","NH-Amundi HANARO 200증권상장지수투자신탁[주식]","HANARO 200","NH-Amundi HANARO 200 ETF","2018/03/30","코스피 200","KRX","일반 (1)","실물(패시브)","국내","주식","18950000","엔에이치아문디자산운용","50000","0.036","비과세"
"KR7395290000","395290","NH-Amundi HANARO Fn K-POP&미디어증권상장지수투자신탁(주식)","HANARO Fn K-POP&미디어","NH-Amundi HANARO K-POP&Media ETF","2021/07/30","FnGuide K-POP & 미디어 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","2400000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7395280001","395280","NH-Amundi HANARO Fn K-게임증권상장지수투자신탁(주식)","HANARO Fn K-게임","NH-Amundi HANARO K-Game ETF","2021/07/30","FnGuide K-게임 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","3000000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7368190005","368190","NH-Amundi HANARO Fn K-뉴딜디지털플러스증권상장지수투자신탁[주식]","HANARO Fn K-뉴딜디지털플러스","NH-Amundi HANARO K-NewDeal Digital Plus ETF","2020/11/10","FnGuide K-뉴딜 디지털 플러스 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","5050000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7402460000","402460","NH-Amundi HANARO Fn K-메타버스MZ증권상장지수투자신탁(주식)","HANARO Fn K-메타버스MZ","NH-Amundi HANARO K-Metaverse MZ ETF","2021/10/13","FnGuide K-메타버스 MZ 지수(시장가격)","FnGuide","일반 (1)","실물(패시브)","국내","주식","1050000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7395270002","395270","NH-Amundi HANARO Fn K-반도체증권상장지수투자신탁(주식)","HANARO Fn K-반도체","NH-Amundi HANARO K-Semiconductor ETF","2021/07/30","FnGuide K-반도체 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","1050000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7438900003","438900","NH-Amundi HANARO Fn K-푸드증권상장지수투자신탁(주식)","HANARO Fn K-푸드","NH-Amundi HANARO K-Food ETF","2022/08/17","FnGuide K-푸드 지수 (시장가격)","FnGuide","일반 (1)","실물(패시브)","국내","주식","800000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7367740008","367740","NH-Amundi HANARO Fn5G산업증권상장지수투자신탁(주식)","HANARO Fn5G산업","NH-Amundi HANARO 5G Industry ETF","2020/10/29","FnGuide 5G 산업 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","600000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7407300003","407300","NH-Amundi HANARO Fn골프테마 증권상장지수투자신탁(주식)","HANARO Fn골프테마","NH-Amundi HANARO Golf Theme ETF","2021/11/24","FnGuide 골프 테마 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","700000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7381560002","381560","NH-Amundi HANARO Fn전기&수소차증권상장지수투자신탁(주식)","HANARO Fn전기&수소차","NH-Amundi HANARO Electric&Hydrogen Vehicle ETF","2021/04/02","FnGuide 전기&수소차 지수 (시장가격)","FnGuide","일반 (1)","실물(패시브)","국내","주식","3950000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7441540002","441540","NH-Amundi HANARO Fn조선해운증권상장지수투자신탁(주식)","HANARO Fn조선해운","NH-Amundi HANARO Shipbuilding&Shipping ETF","2022/09/15","FnGuide 조선해운지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","700000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7381570001","381570","NH-Amundi HANARO Fn친환경에너지증권상장지수투자신탁(주식)","HANARO Fn친환경에너지","NH-Amundi HANARO Green Energy ETF","2021/04/02","FnGuide 친환경에너지 지수 (시장가격)","FnGuide","일반 (1)","실물(패시브)","국내","주식","900000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7346000003","346000","NH-Amundi HANARO KAP 초장기국고채증권상장지수투자신탁(채권-파생형)","HANARO KAP초장기국고채","NH-Amundi HANARO KAP Ultra Long-term KTB ETF","2020/01/16","KAP 초장기 국고채 지수(총수익)","한국자산평가(KAP)","일반 (1)","실물(패시브)","국내","채권","216000","엔에이치아문디자산운용","2000","0.200","배당소득세(보유기간과세)"
"KR7304760002","304760","NH-Amundi HANARO KRX300증권상장지수투자신탁[주식]","HANARO KRX300","NH-Amundi HANARO KRX300 ETF","2018/08/14","KRX 300","KRX","일반 (1)","실물(패시브)","국내","주식","500000","엔에이치아문디자산운용","50000","0.050","비과세"
"KR7404470007","404470","NH-Amundi HANARO KRX기후변화솔루션증권상장지수투자신탁(주식)","HANARO KRX기후변화솔루션","NH-Amundi HANARO KRX Climate Change Solutions ETF","2021/10/29","KRX 기후변화 솔루션지수","KRX","일반 (1)","실물(패시브)","국내","주식","550000","엔에이치아문디자산운용","50000","0.250","비과세"
"KR7332940006","332940","NH-Amundi HANARO MSCI Korea Total Return증권상장지수투자신탁(주식)","HANARO MSCI Korea TR","NH-Amundi HANARO MSCI Korea TR ETF","2019/08/28","MSCI Korea TR Index","MSCI","일반 (1)","실물(패시브)","국내","주식","19400000","엔에이치아문디자산운용","100000","0.120","배당소득세(보유기간과세)"
"KR7322400003","322400","NH-Amundi HANARO e커머스증권상장지수투자신탁[주식]","HANARO e커머스","NH-Amundi HANARO e-Commerce ETF","2019/04/23","FnGuide E커머스 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","5700000","엔에이치아문디자산운용","50000","0.450","비과세"
"KR7322410002","322410","NH-Amundi HANARO 고배당증권상장지수투자신탁[주식]","HANARO 고배당","NH-Amundi HANARO High Dividend ETF","2019/04/23","FnGuide 고배당 알파 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","950000","엔에이치아문디자산운용","50000","0.250","비과세"
"KR7354350001","354350","NH-Amundi HANARO 글로벌럭셔리S&P 증권상장지수투자신탁(주식-파생형)(합성)","HANARO 글로벌럭셔리S&P(합성)","NH-Amundi HANARO Global Luxury S&P ETF (Synth)","2020/05/12","S&P Global Luxury Index","S&P","일반 (1)","합성(패시브)","해외","주식","3210000","엔에이치아문디자산운용","10000","0.500","배당소득세(보유기간과세)"
"KR7432850006","432850","NH-Amundi HANARO 글로벌백신치료제MSCI증권상장지수투자신탁(주식-파생형)","HANARO 글로벌백신치료제MSCI","NH-Amundi HANARO MSCI World IMI Virology ETF","2022/06/08","MSCI World IMI Virology Select Index","MSCI","일반 (1)","실물(패시브)","해외","주식","600000","엔에이치아문디자산운용","50000","0.500","배당소득세(보유기간과세)"
"KR7424460004","424460","NH-Amundi HANARO 글로벌워터MSCI 증권상장지수투자신탁[주식-파생형](합성)","HANARO 글로벌워터MSCI(합성)","NH-Amundi HANARO MSCI Global Water ETF(Synth)","2022/04/19","MSCI ACWI IMI Water ESG Filtered (Price Return)","MSCI","일반 (1)","합성(패시브)","해외","주식","800000","엔에이치아문디자산운용","10000","0.500","배당소득세(보유기간과세)"
"KR7401590005","401590","NH-Amundi HANARO 글로벌탄소배출권선물ICE특별자산ETF(탄소배출권-파생형)(합성)","HANARO 글로벌탄소배출권선물ICE(합성)","NH-Amundi HANARO Global Carbon Futures ETF (Synth)","2021/09/30","ICE Global Carbon Futures Index(Excess Return)","ICE Data Indices, LLC","일반 (1)","합성(패시브)","해외","기타","1000000","엔에이치아문디자산운용","10000","0.500","배당소득세(보유기간과세)"
